5000 24132
3110 2094 3
3110 2145 1
3110 2247 4
3110 2691 1
3110 3254 10
3111 3273 3
3111 4565 12
3112 909 1
3112 3071 2
3112 3200 7
3112 3641 2
3112 3723 5
3112 4746 1
3113 1233 1
3113 1589 9
3113 1630 2
3113 2655 1
3113 3646 1
3114 1569 1
3114 4064 3
3115 1218 1
3115 2518 6
3115 3109 5
3115 3363 1
3115 4041 2
3116 36 1
3116 543 2
3116 1882 3
3116 3302 2
3116 4222 2
3117 1419 1
3117 1813 1
3117 1901 3
3117 2474 1
3117 3976 1
3118 601 13
3118 1591 3
3118 3391 1
3118 4592 1
3118 4667 12
3118 4692 2
3119 595 1
3119 4414 3
3119 4662 1
3120 4412 1
3121 1042 5
3121 1255 5
3121 2184 2
3121 2247 3
3121 2600 1
3121 3773 1
3121 3963 1
3122 2072 1
3122 2136 1
3122 3818 1
3123 1094 1
3123 2711 1
3123 3460 2
3123 4212 1
3124 249 1
3124 618 1
3124 817 1
3124 1423 1
3124 2365 1
3124 4004 1
3125 211 1
3125 1230 1
3125 2237 1
3125 3281 1
3125 3640 9
3126 56 1
3126 644 2
3126 1098 2
3126 1583 1
3126 2597 1
3126 3014 1
3126 3883 1
3126 4478 3
3126 4845 1
3127 61 3
3127 615 1
3127 1100 4
3127 1225 1
3128 785 5
3128 1349 1
3128 3485 1
3128 4713 5
3129 1946 1
3129 2424 4
3130 950 2
3130 3796 1
3131 219 1
3131 1141 5
3132 356 1
3132 460 7
3132 1760 4
3132 1767 6
3132 1820 1
3132 3323 4
3133 198 2
3133 2043 1
3133 3638 6
3133 3873 3
3133 4553 1
3133 4640 1
3133 4703 3
3134 837 1
3134 1606 2
3134 2717 1
3134 4057 2
3135 470 2
3135 1937 1
3135 2876 1
3135 3162 2
3135 3956 16
3135 4684 5
3136 902 2
3136 1652 2
3136 1967 2
3136 2794 2
3136 3171 2
3136 3204 1
3136 3538 1
3136 4971 9
3137 358 2
3137 906 1
3137 1680 1
3137 2170 2
3137 4229 2
3138 134 1
3138 318 3
3138 565 1
3139 206 1
3139 246 11
3139 332 1
3139 543 1
3139 2348 1
3139 2395 1
3139 3291 1
3139 4315 1
3139 4333 3
3140 822 1
3140 2818 2
3140 3847 1
3140 4000 1
3141 961 1
3141 1774 3
3141 2232 1
3141 3075 1
3141 3874 1
3141 3993 2
3141 4028 4
3141 4728 1
3142 236 2
3142 1132 4
3142 1210 1
3142 3556 6
3142 4499 1
3143 298 1
3143 361 5
3143 495 2
3143 1906 2
3143 3380 5
3144 1823 1
3144 1856 1
3144 2180 2
3144 2449 1
3144 3362 1
3144 4047 1
3144 4251 7
3145 2362 1
3145 3341 1
3145 3584 3
3145 3784 1
3145 4171 2
3146 1468 1
3146 1859 1
3146 2178 1
3146 3184 4
3147 496 5
3147 2729 3
3147 2939 1
3147 3165 1
3147 4491 9
3148 342 2
3148 2637 1
3148 2904 1
3148 4297 1
3149 1010 1
3149 2637 1
3149 2873 1
3150 1131 1
3150 1390 6
3150 2858 2
3150 2935 10
3150 3213 1
3150 3979 1
3150 4042 1
3150 4791 6
3150 4932 1
3151 2077 2
3151 2341 1
3151 2384 1
3151 3979 1
3151 4704 7
3152 974 1
3152 2763 1
3152 2770 1
3152 3545 1
3152 4042 5
3152 4240 1
3153 266 2
3153 2261 1
3153 3123 1
3153 3431 5
3153 3956 1
3154 760 11
3154 1860 1
3154 2729 1
3156 91 1
3156 1048 1
3156 1116 2
3156 2432 2
3156 2949 1
3156 4339 2
3156 4497 6
3156 4985 3
3157 27 1
3157 2223 5
3157 2552 6
3157 2618 9
3158 712 1
3158 1288 2
3158 1597 5
3158 1686 3
3158 1787 1
3158 1911 1
3158 2305 1
3158 3366 4
3158 3424 2
3158 3720 2
3158 4017 8
3159 401 1
3159 428 2
3159 1217 6
3159 1736 1
3159 1952 2
3159 2525 6
3159 2540 3
3159 4357 1
3159 4465 6
3160 2067 1
3160 3858 1
3160 4499 1
3160 4556 4
3160 4993 1
3161 2393 1
3161 3197 5
3162 3075 1
3163 693 4
3163 2102 2
3163 2420 5
3163 2493 1
3163 3390 2
3164 1286 1
3164 2269 5
3164 2290 1
3164 3002 1
3164 3108 5
3165 20 1
3165 1040 1
3165 2325 1
3165 3074 1
3165 4106 1
3165 4345 5
3165 4827 1
3166 1081 1
3166 1646 2
3166 4184 5
3167 517 1
3167 1664 2
3167 1753 1
3167 1898 3
3167 2806 4
3167 3820 11
3167 4172 6
3168 1214 4
3168 1395 1
3168 1683 2
3168 2911 1
3168 3320 1
3169 2088 4
3169 3316 10
3170 84 1
3170 730 8
3170 1167 2
3170 1446 1
3170 3058 1
3170 4176 2
3171 2539 1
3171 2732 1
3172 322 10
3172 1124 2
3172 1216 1
3172 1821 1
3172 1985 1
3172 2158 3
3172 4254 1
3173 311 1
3173 2493 5
3173 2504 1
3173 2521 3
3173 3321 4
3173 4275 1
3174 2273 1
3174 2767 4
3174 3010 1
3174 3095 1
3174 3327 1
3175 514 3
3175 3957 2
3175 4541 1
3176 4209 1
3177 3133 1
3177 3954 2
3178 1036 6
3178 2268 1
3178 4579 3
3178 4787 1
3179 1120 6
3179 2326 4
3179 3597 1
3179 3664 1
3180 822 2
3180 1025 3
3180 1569 4
3180 1770 8
3180 2808 2
3180 4894 1
3181 956 3
3181 1681 1
3181 2383 1
3181 3529 4
3181 4890 3
3182 192 1
3182 404 3
3182 1745 5
3182 3520 5
3182 4523 3
3183 1390 1
3183 3061 1
3183 4019 1
3183 4328 1
3184 891 1
3184 1696 1
3184 2461 2
3184 3623 2
3185 2030 2
3185 2057 2
3185 2733 1
3185 3393 1
3185 3853 2
3186 573 4
3186 602 1
3186 2039 1
3186 2879 3
3186 3802 1
3186 4356 2
3187 2171 1
3187 2950 1
3187 3721 1
3188 796 1
3188 1029 2
3188 1433 2
3188 1479 1
3188 1672 3
3188 2061 1
3188 2542 4
3189 1544 2
3189 2309 6
3190 395 2
3190 1054 1
3190 2241 1
3190 2913 1
3190 3699 9
3190 4580 1
3190 4605 1
3191 471 1
3191 2501 3
3191 4447 1
3191 4480 1
3192 736 1
3192 1504 1
3192 3209 1
3192 3334 1
3192 3488 1
3192 3812 2
3193 2775 2
3193 4061 3
3194 983 2
3194 2011 4
3194 2848 8
3194 4397 1
3195 193 1
3195 1663 3
3195 2867 1
3195 3878 1
3195 4087 3
3195 4843 2
3196 3972 2
3196 4411 1
3197 368 3
3197 1945 1
3197 3352 14
3197 4023 3
3198 771 3
3198 4949 1
3199 251 1
3199 1772 2
3199 2447 3
3199 3000 2
3199 3952 1
3199 4274 9
3199 4937 2
3200 3835 5
3200 3839 5
3200 3999 1
3200 4688 5
3200 4778 1
3201 3815 3
3202 732 2
3202 1335 1
3202 1664 1
3202 1894 2
3202 2203 1
3202 3398 1
3203 234 1
3203 676 8
3203 925 1
3203 1265 4
3203 1365 7
3203 4909 2
3204 1380 1
3204 1663 1
3204 2345 3
3204 2396 1
3204 4257 1
3204 4717 6
3205 2984 3
3205 3462 1
3205 4118 1
3205 4663 3
3206 2699 1
3206 2921 3
3206 3766 2
3206 4744 15
3206 4806 2
3206 4931 1
3207 266 1
3207 1446 3
3207 2891 8
3207 3622 1
3207 3931 2
3208 1638 2
3208 2350 3
3208 2461 1
3208 4627 3
3208 4793 3
3208 4844 1
3208 4884 1
3209 27 1
3209 992 1
3209 1885 1
3209 2062 1
3209 4489 1
3210 637 3
3210 2017 1
3210 3725 1
3210 4231 1
3211 1 2
3211 1969 2
3211 3202 1
3211 4275 2
3211 4376 1
3211 4445 6
3211 4701 1
3211 4740 1
3212 1277 1
3212 1749 7
3212 1775 2
3212 2569 3
3212 3326 1
3212 4015 1
3212 4659 1
3212 4739 1
3213 211 1
3213 3627 10
3213 4607 1
3213 4623 3
3214 796 1
3214 1951 7
3214 2161 5
3214 2672 3
3214 4013 1
3214 4417 2
3215 1433 4
3215 4047 1
3215 4090 2
3215 4630 1
3215 4803 2
3216 3385 1
3216 3776 1
3216 3830 6
3216 4331 1
3216 4804 3
3217 431 1
3217 1706 3
3217 3758 2
3217 4504 2
3218 421 5
3218 1327 1
3218 1583 1
3218 1695 1
3218 1793 1
3218 2674 1
3218 4164 1
3218 4833 1
3219 931 1
3219 1380 2
3219 1906 3
3219 2298 4
3219 3067 1
3220 297 1
3220 2787 11
3220 3092 4
3220 3331 6
3220 3491 2
3220 3697 8
3220 3863 2
3221 100 14
3221 2970 1
3221 3121 1
3222 1256 1
3222 2452 4
3222 2707 1
3223 2580 1
3223 3040 1
3223 3150 4
3223 3437 2
3223 4246 1
3223 4413 1
3224 829 1
3224 2181 1
3224 2601 6
3224 4394 1
3226 783 1
3226 1167 2
3226 1573 10
3226 1714 1
3226 2524 6
3226 3506 1
3226 3899 1
3226 4856 1
3227 436 1
3227 928 1
3227 2231 1
3227 3298 1
3227 4806 1
3229 67 2
3229 2085 1
3229 2771 3
3229 3537 1
3230 224 1
3230 4389 1
3231 2096 1
3231 4156 2
3231 4794 1
3232 1509 1
3232 2593 5
3232 2834 1
3233 641 24
3233 1546 11
3233 2108 9
3233 2293 5
3233 2336 1
3233 3165 1
3234 690 11
3234 1849 2
3234 4812 1
3235 355 1
3235 1473 4
3235 3712 1
3236 69 5
3236 943 3
3236 3187 1
3236 3280 1
3236 4345 1
3237 692 1
3237 1767 1
3237 2154 3
3237 3223 3
3237 3343 5
3237 3995 2
3237 4032 4
3237 4642 4
3238 1128 1
3238 1838 1
3238 2499 1
3239 1024 2
3239 1445 2
3239 2450 3
3239 3360 1
3239 3990 2
3240 1525 1
3240 2991 1
3240 3091 1
3241 40 1
3241 161 4
3241 1293 2
3241 1449 1
3241 1636 1
3241 3000 2
3241 3567 1
3241 4579 8
3242 277 2
3242 1281 1
3242 1350 2
3242 2031 3
3242 2456 2
3243 548 1
3243 1039 1
3243 1673 1
3243 4272 2
3243 4856 1
3244 2057 2
3244 2386 2
3244 4382 1
3245 3122 2
3245 3186 1
3245 3234 1
3245 3410 5
3245 3528 1
3245 4679 2
3246 659 1
3246 978 1
3246 4022 1
3246 4069 1
3246 4648 3
3247 1714 8
3247 3215 15
3247 3460 1
3247 4608 3
3247 4715 1
3248 996 1
3248 1077 1
3248 3621 1
3248 4187 1
3249 816 1
3249 3698 2
3249 4460 1
3250 89 3
3250 3554 1
3251 455 8
3251 1133 2
3251 2480 5
3251 3215 1
3251 4543 1
3252 1257 2
3252 1449 2
3252 2604 1
3252 2729 1
3252 2841 1
3253 726 1
3253 1726 1
3253 2480 4
3253 2656 2
3253 2854 1
3253 3587 1
3253 4865 1
3253 4942 3
3254 438 2
3254 1946 4
3254 3325 3
3254 4371 6
3254 4550 1
3255 89 6
3255 906 1
3255 1434 1
3255 4375 5
3256 38 2
3256 187 1
3256 1484 1
3256 1845 1
3256 2347 3
3256 2673 1
3256 4827 6
3257 1039 3
3257 1297 2
3257 2216 1
3257 3042 7
3259 843 3
3259 2554 1
3259 4995 1
3260 721 1
3260 2493 3
3260 2530 1
3260 4675 1
3261 872 1
3261 1501 4
3261 2395 3
3261 3742 2
3261 3800 1
3262 2073 4
3263 371 2
3263 1085 1
3263 2662 18
3263 4096 1
3263 4644 1
3264 1099 1
3264 3343 1
3265 690 1
3265 1286 1
3265 1932 5
3266 168 3
3266 1175 4
3266 1870 1
3266 3323 1
3266 3959 2
3266 4912 3
3267 1202 1
3267 1207 17
3267 1378 1
3267 1783 1
3267 2108 1
3267 2472 1
3268 2076 5
3268 3276 2
3268 3871 1
3268 4313 1
3269 373 1
3270 134 3
3270 260 1
3270 2170 3
3270 2597 10
3270 3061 2
3270 3166 1
3271 299 2
3271 603 1
3271 708 6
3271 1857 1
3271 2316 4
3271 2341 1
3271 2956 1
3271 3993 4
3271 4243 2
3271 4554 5
3272 476 2
3272 730 1
3272 3836 1
3272 4211 1
3273 44 1
3273 2584 6
3273 4554 1
3274 1156 3
3274 2226 3
3274 2285 1
3274 2598 1
3274 4367 23
3275 33 1
3275 654 3
3276 2881 13
3276 4176 1
3276 4446 1
3277 746 6
3277 932 3
3277 1831 1
3277 2789 3
3277 3443 1
3277 3694 5
3277 4151 1
3277 4298 2
3278 4597 1
3279 1341 10
3279 4496 5
3280 895 15
3280 1812 1
3280 1938 1
3280 2502 2
3281 649 1
3281 1914 1
3281 2045 1
3281 2532 6
3281 2977 1
3281 2978 6
3282 995 1
3282 1281 2
3282 4574 2
3282 4817 19
3283 207 1
3283 228 1
3283 757 1
3283 2112 6
3283 2325 1
3283 2666 1
3283 3044 1
3283 3390 1
3283 4451 1
3284 834 1
3284 1833 1
3284 2336 1
3284 2932 1
3284 3749 5
3284 4698 6
3285 168 1
3285 491 1
3285 646 3
3285 1637 1
3285 1833 1
3285 4273 1
3285 4997 11
3286 383 6
3286 2030 3
3286 3146 1
3286 3469 4
3286 4043 7
3287 1391 1
3287 1847 11
3288 965 3
3288 2035 1
3288 3016 3
3288 4172 4
3289 731 2
3289 1193 3
3289 1950 3
3289 2192 3
3289 4121 1
3289 4147 12
3290 2306 1
3290 2754 6
3290 4378 1
3291 1202 1
3291 1503 1
3291 2310 1
3291 4643 3
3292 1476 1
3292 1583 2
3292 4191 1
3293 1034 6
3293 1473 4
3293 1751 2
3294 1249 8
3294 3279 3
3294 3472 1
3294 3867 1
3294 4503 1
3295 258 8
3295 606 2
3295 1223 1
3295 1238 1
3295 1478 2
3296 2003 1
3296 2071 1
3296 2641 5
3296 2734 3
3296 3141 4
3296 3208 1
3296 3769 1
3297 333 1
3297 514 10
3297 4825 2
3298 1329 2
3298 1509 3
3298 2021 2
3298 3883 2
3298 4711 1
3299 2985 1
3300 4956 7
3301 811 10
3301 3059 2
3301 4426 1
3302 460 1
3302 1315 1
3302 3150 1
3302 3940 1
3302 4283 3
3302 4309 1
3303 419 1
3303 3905 1
3303 4511 4
3303 4761 1
3304 984 1
3304 1508 2
3304 2422 1
3304 3505 7
3304 4753 1
3305 1583 1
3305 1646 4
3305 1650 1
3305 1825 2
3305 3092 1
3305 3331 1
3305 4331 2
3305 4394 1
3305 4716 1
3306 1415 1
3306 2430 3
3306 2723 1
3306 3992 5
3306 4566 3
3307 91 1
3307 782 1
3307 2119 1
3307 3241 1
3307 3378 2
3307 3876 1
3307 4452 1
3308 229 1
3308 393 2
3308 476 1
3308 1024 1
3308 1888 1
3308 3139 2
3308 3225 5
3308 4032 2
3308 4451 1
3309 1722 2
3309 3391 1
3309 3406 1
3309 4450 1
3309 4733 1
3310 1116 12
3310 1409 1
3310 2385 1
3311 740 1
3311 1606 1
3311 1659 1
3311 1829 1
3311 3883 1
3311 4259 2
3312 651 1
3312 3740 3
3312 3852 1
3313 1456 8
3313 3575 1
3313 3832 1
3313 4080 4
3314 3811 1
3315 19 1
3315 952 1
3315 1950 1
3315 2840 2
3315 4216 1
3316 2426 1
3316 2976 1
3316 2977 2
3316 3244 1
3316 4008 3
3316 4585 2
3317 1050 1
3317 3766 4
3317 3779 1
3318 175 1
3318 2516 1
3318 3518 2
3319 2268 2
3319 2401 1
3319 4346 2
3320 3927 1
3320 4957 1
3321 359 9
3321 4578 3
3322 962 8
3322 2386 1
3322 3053 1
3322 3810 37
3322 4099 7
3322 4242 1
3322 4283 1
3323 1106 12
3323 1222 3
3323 1356 4
3323 3266 1
3323 4851 6
3324 691 3
3324 3782 1
3324 3796 2
3324 4142 3
3324 4466 2
3325 19 1
3325 2909 3
3326 1069 1
3326 1444 2
3326 3084 2
3326 3927 1
3326 4587 1
3327 51 9
3327 352 3
3327 631 7
3327 2099 1
3327 2142 18
3327 3340 1
3328 210 1
3329 502 4
3329 1504 11
3329 2261 6
3329 2596 1
3329 4557 1
3329 4786 1
3329 4910 1
3331 913 1
3331 989 1
3331 2212 5
3331 3176 2
3332 190 2
3332 634 1
3332 1048 1
3332 2677 1
3332 2696 1
3332 3030 1
3332 3178 5
3332 3458 2
3332 3765 1
3332 4451 11
3333 2044 1
3333 3888 1
3333 4240 5
3333 4396 1
3333 4704 1
3333 4872 1
3333 4902 1
3334 495 1
3334 1434 5
3334 4447 1
3335 170 13
3335 382 5
3335 1088 1
3335 1173 1
3335 1645 1
3335 2757 1
3335 3429 6
3335 4261 1
3335 4950 4
3336 641 1
3336 2436 1
3336 3160 2
3336 3484 1
3337 24 1
3337 26 1
3337 837 1
3338 3012 1
3338 3356 2
3338 3366 1
3338 3534 10
3338 3651 6
3338 3958 1
3338 4266 1
3338 4478 1
3338 4554 4
3339 2662 6
3339 4104 1
3340 182 6
3340 2267 3
3340 2968 1
3340 3158 3
3340 3552 1
3340 4854 1
3341 942 1
3341 1348 1
3341 1528 1
3341 4703 1
3342 486 2
3342 1365 2
3342 2033 1
3342 3050 1
3342 3873 4
3342 4371 1
3343 349 1
3343 2295 3
3343 2741 3
3343 2871 2
3343 3970 1
3344 1408 1
3344 1660 1
3344 2757 3
3344 4545 1
3344 4827 2
3345 125 1
3345 221 3
3345 926 7
3345 1116 1
3345 1390 1
3345 3099 1
3345 3589 2
3345 4855 7
3346 366 3
3346 4061 1
3346 4358 2
3346 4979 1
3347 921 1
3347 1296 1
3347 1761 1
3347 3246 2
3348 1644 2
3348 1783 4
3348 1987 1
3349 2102 4
3349 2105 1
3349 3009 1
3349 4020 1
3350 750 2
3350 1000 1
3350 2409 1
3350 2410 3
3350 2454 3
3350 3243 2
3350 3633 1
3351 98 2
3351 223 1
3351 776 1
3351 1376 1
3351 3178 2
3351 3277 11
3351 3336 3
3351 3525 1
3351 4386 3
3352 134 1
3352 3094 11
3353 202 1
3353 548 1
3354 1340 1
3354 2309 1
3354 2475 2
3354 2637 1
3354 4120 1
3354 4296 1
3355 2877 2
3355 3481 2
3355 4420 1
3355 4669 2
3356 332 1
3356 584 3
3356 1334 1
3356 2912 1
3356 3913 5
3356 3965 3
3357 96 1
3357 2551 2
3357 2674 3
3357 2882 1
3357 3432 1
3357 3496 1
3358 2650 3
3358 3062 5
3358 3658 1
3359 790 1
3359 4225 1
3360 144 1
3360 225 4
3360 692 2
3360 3885 1
3360 4428 1
3361 2 8
3361 2375 3
3361 2862 1
3361 3255 1
3361 4354 1
3362 1023 1
3362 1512 8
3362 2209 1
3362 3634 1
3363 1711 13
3363 1831 1
3363 1927 1
3363 2009 3
3363 3196 1
3363 3227 2
3363 3513 1
3363 3936 9
3363 4145 1
3363 4201 2
3364 564 1
3364 778 2
3364 1243 1
3364 4006 1
3364 4773 1
3364 4780 25
3364 4901 1
3365 1026 2
3365 1398 1
3365 2090 1
3365 2796 1
3365 3041 16
3365 4449 12
3365 4786 1
3366 1769 2
3366 3875 1
3366 3889 1
3366 3978 2
3366 4151 1
3367 174 1
3367 1739 1
3368 462 1
3368 1015 1
3368 3123 1
3368 4935 2
3368 4954 3
3369 3233 7
3369 4242 4
3369 4801 5
3370 21 3
3370 1810 1
3370 3054 2
3370 4718 4
3370 4801 6
3370 4944 1
3371 705 3
3371 1634 12
3371 3807 1
3371 4307 1
3372 2435 3
3372 3461 4
3372 4148 3
3372 4945 1
3373 2987 7
3373 3296 1
3374 2447 3
3374 2578 7
3374 3702 1
3374 4756 25
3375 86 1
3375 669 4
3375 2622 3
3376 3209 1
3376 4436 3
3377 1957 1
3377 4515 1
3378 452 8
3378 1758 1
3378 2748 4
3378 2974 1
3378 3568 1
3378 4044 3
3378 4694 4
3378 4715 1
3379 114 9
3379 869 2
3379 1748 1
3379 2282 3
3380 974 3
3380 1028 1
3380 3487 2
3380 4183 29
3380 4339 2
3381 313 4
3381 1421 1
3381 1784 5
3381 2699 5
3381 3997 3
3382 583 1
3382 1507 11
3382 1629 1
3382 2299 9
3382 4557 1
3383 608 1
3383 3994 1
3383 4716 2
3384 583 1
3384 4446 12
3385 492 1
3385 2286 3
3385 2366 5
3385 4683 1
3386 261 1
3386 1560 2
3386 2429 4
3386 3727 1
3386 3842 6
3386 3895 1
3387 590 1
3387 4809 1
3388 123 3
3388 783 2
3388 1126 2
3388 3074 1
3388 3234 3
3389 804 7
3389 1210 1
3389 1793 1
3389 2448 1
3389 3869 1
3389 4174 2
3390 376 2
3390 1351 1
3390 1444 3
3390 1697 1
3390 3103 1
3391 63 1
3391 2027 1
3391 2429 2
3391 2495 1
3391 2987 12
3391 3062 2
3391 4715 1
3392 632 18
3392 1328 2
3392 1575 1
3392 1790 1
3392 3328 3
3392 4547 1
3393 52 1
3393 1162 1
3393 2574 1
3393 3138 1
3394 273 3
3394 446 1
3394 702 1
3394 1527 1
3394 1591 1
3394 2722 2
3394 4236 5
3395 961 1
3395 1506 1
3395 3320 1
3395 3591 1
3395 4764 1
3395 4942 2
3396 1024 3
3396 2991 4
3397 3144 1
3398 486 1
3398 4805 3
3399 872 2
3399 1206 2
3399 2201 1
3399 2996 8
3399 3474 3
3399 4054 1
3399 4373 1
3399 4980 1
3400 128 8
3400 1290 17
3400 3544 1
3400 3907 1
3401 3959 1
3402 169 1
3402 487 2
3402 526 5
3403 2324 10
3403 2541 1
3403 2891 1
3404 271 2
3404 507 11
3404 835 4
3404 1360 67
3404 1554 2
3404 2210 1
3404 2268 1
3404 3736 1
3404 4047 1
3405 2040 2
3405 4767 1
3406 322 1
3406 974 1
3406 1866 1
3406 2592 1
3406 3541 1
3406 4413 1
3407 303 2
3407 1264 1
3407 1360 1
3407 1542 1
3407 1646 1
3407 1711 1
3407 2966 1
3407 3095 1
3407 4210 2
3407 4385 1
3407 4521 1
3408 955 19
3408 4940 2
3409 660 3
3409 771 1
3409 2208 1
3409 2948 1
3409 3142 1
3409 3649 4
3409 3901 8
3410 40 11
3410 272 1
3410 717 1
3410 2325 1
3410 2937 1
3410 4396 2
3411 176 6
3411 1116 1
3411 1669 1
3411 2366 2
3411 2584 1
3411 2688 8
3411 3174 2
3411 3703 2
3411 4343 12
3412 787 2
3412 1427 1
3412 1854 1
3412 4427 3
3412 4470 1
3412 4716 1
3412 4905 4
3413 524 2
3413 762 1
3413 1041 1
3413 2382 2
3413 2971 1
3413 3989 1
3414 94 3
3414 398 1
3414 525 1
3414 798 1
3414 1002 1
3414 3771 1
3415 2190 7
3415 4488 1
3416 3424 1
3416 3596 2
3416 4556 5
3416 4688 1
3416 4743 1
3417 2764 1
3417 3600 1
3418 2940 3
3418 3126 1
3419 2087 1
3419 2842 4
3419 2845 1
3419 3624 1
3419 3881 1
3420 764 6
3420 1557 1
3420 4270 4
3421 1642 2
3421 1805 1
3421 2146 1
3421 2319 1
3421 3004 3
3421 4881 4
3422 406 1
3422 939 3
3422 1204 1
3422 1859 1
3422 2700 2
3422 3088 1
3422 3148 4
3422 4302 4
3422 4746 1
3422 4899 4
3423 682 11
3423 1077 4
3423 2191 1
3423 2476 1
3423 2899 1
3423 4798 4
3424 31 1
3424 36 4
3424 555 11
3425 13 1
3425 2118 8
3425 3398 1
3425 4020 12
3426 777 1
3426 2024 1
3426 3675 1
3427 995 1
3427 1905 6
3427 2582 2
3427 3989 1
3428 1080 3
3428 2078 2
3428 3664 2
3428 4229 2
3429 269 9
3429 480 1
3429 967 1
3429 1220 1
3429 1419 1
3429 2989 1
3429 3937 3
3430 466 3
3430 1711 6
3430 2895 1
3430 3453 1
3430 4520 3
3430 4603 1
3431 1753 7
3431 2220 1
3431 3100 1
3431 3113 5
3431 3200 1
3431 3450 1
3431 4635 6
3432 429 7
3432 597 4
3432 2776 3
3432 3890 3
3433 2502 4
3433 2518 2
3433 2824 1
3433 3117 1
3433 3904 1
3434 195 1
3434 485 8
3434 3739 2
3434 4485 3
3435 292 7
3435 848 3
3435 1317 1
3435 3187 4
3435 3474 1
3435 3893 1
3435 4088 7
3435 4706 1
3435 4975 3
3436 2559 1
3436 2990 1
3436 3497 1
3437 659 5
3437 3132 1
3438 360 2
3438 794 8
3438 1190 1
3438 1237 1
3438 1666 1
3438 3190 2
3438 3772 1
3438 4014 1
3438 4214 1
3438 4763 1
3439 459 4
3439 472 1
3439 602 4
3439 944 5
3439 1733 5
3439 2932 1
3439 3447 1
3439 3912 2
3440 178 1
3440 771 3
3440 1063 1
3440 1505 2
3440 3584 1
3440 4690 15
3441 603 1
3441 1265 3
3441 1565 5
3441 2081 1
3441 3593 1
3441 3705 4
3442 898 1
3442 1135 1
3442 2049 1
3442 2802 3
3442 3276 1
3443 606 11
3443 821 1
3443 2415 1
3443 2610 1
3443 2967 1
3444 405 1
3444 1879 1
3444 2339 1
3444 3177 1
3444 4910 1
3445 1734 3
3445 4689 1
3446 291 1
3446 406 1
3446 1121 6
3446 1470 1
3446 3264 5
3446 4635 1
3446 4982 5
3447 1092 1
3447 1999 1
3447 2073 2
3447 3566 1
3447 4827 8
3448 1366 1
3448 1507 12
3448 1537 8
3448 1756 9
3448 2018 6
3448 2769 1
3448 3539 3
3448 3564 1
3448 4366 4
3448 4368 1
3448 4505 1
3449 2077 2
3449 2543 1
3449 3386 1
3449 3495 1
3449 3805 1
3449 3900 1
3450 539 1
3450 1713 1
3450 3589 1
3450 3881 1
3451 3471 1
3451 3781 1
3451 3803 1
3451 3863 1
3451 4752 1
3451 4925 1
3451 4941 3
3452 384 2
3452 780 1
3452 2196 7
3452 3366 2
3452 4344 1
3453 686 3
3453 2062 6
3453 2916 1
3453 4890 3
3454 1646 3
3454 1954 1
3454 2223 3
3454 2364 2
3454 3461 1
3455 718 4
3455 970 1
3455 3199 29
3455 4908 1
3456 277 3
3456 605 1
3456 3713 1
3456 4559 2
3457 1813 3
3457 3342 4
3457 3440 1
3457 3655 5
3457 4408 1
3458 685 1
3458 2436 23
3458 3107 2
3459 1789 1
3460 1473 4
3460 3210 2
3460 3985 2
3460 4568 2
3461 1098 1
3461 1902 2
3461 2327 1
3461 2515 4
3461 3100 1
3461 3912 2
3461 3940 3
3461 4281 1
3462 2742 11
3462 3462 3
3462 4585 2
3462 4722 1
3463 555 2
3463 2293 2
3463 3922 1
3463 4788 1
3464 114 1
3464 393 3
3464 3616 2
3464 4907 1
3465 430 5
3465 1153 9
3465 1839 1
3465 3562 1
3466 318 1
3466 1362 2
3466 1919 1
3466 2184 1
3466 2351 2
3466 3572 1
3466 4024 1
3466 4572 1
3466 4889 1
3466 4980 1
3467 27 2
3467 144 5
3467 863 5
3467 1289 2
3467 1474 2
3467 2512 1
3467 4238 1
3468 799 2
3468 964 1
3468 1011 6
3468 1519 3
3468 1806 1
3468 2883 2
3469 2985 1
3470 422 1
3470 2544 1
3470 2892 1
3471 158 1
3471 1889 1
3471 2093 1
3471 2204 1
3471 2807 1
3471 3698 3
3472 613 1
3472 732 4
3472 1109 1
3472 2111 1
3472 3221 22
3472 3429 2
3472 3539 1
3472 4808 1
3473 975 5
3473 1476 1
3473 2583 5
3473 2972 5
3474 1236 1
3474 2354 2
3474 3318 2
3474 3562 1
3474 3872 1
3475 1446 1
3475 3387 1
3475 4837 1
3476 26 2
3476 932 22
3476 2067 1
3476 2823 1
3476 3252 5
3477 982 11
3477 2231 1
3477 4223 1
3477 4874 3
3478 484 4
3478 984 1
3478 1384 1
3478 2444 3
3478 4324 3
3478 4814 6
3479 427 3
3479 1217 1
3479 2326 1
3479 4447 1
3480 3256 3
3481 423 10
3481 1228 2
3481 2777 1
3481 4909 1
3482 134 1
3482 1096 1
3482 1143 2
3482 1370 1
3483 1109 12
3483 2285 1
3483 3545 1
3483 3941 4
3484 108 1
3484 3393 2
3485 3528 14
3485 3571 2
3485 4375 1
3486 802 8
3486 1479 1
3486 3402 1
3486 4787 2
3486 4950 2
3487 1963 5
3487 2395 1
3487 4601 1
3488 1380 1
3488 4178 1
3488 4532 1
3488 4731 3
3489 1858 10
3490 988 1
3490 1768 1
3490 2217 10
3490 3731 1
3490 4601 7
3491 976 6
3491 2085 1
3491 2112 8
3491 2198 1
3491 3254 4
3491 3573 3
3491 3653 2
3491 4712 16
3491 4827 2
3492 479 1
